,A_SOURCE,A_ID,A_MUNI,A_YEAR,A_CRASH_DATE,A_SEVERITY,A_CRASH_TIME,A_POLICE,A_CYCLIST,A_PEDESTRIAN,A_OTHER,A_LAT,A_LON,A_INTERSTATE,A_datetime,B_SOURCE,B_ID,B_MUNI,B_YEAR,B_CRASH_DATE,B_SEVERITY,B_CRASH_TIME,B_POLICE,B_CYCLIST,B_PEDESTRIAN,B_OTHER,B_LAT,B_LON,B_INTERSTATE,B_datetime,distance_m,time_diff_sec,confidence
300,MassDOT,5175516,SOMERVILLE,2022,2022-10-20,0,08:44:00,Local,0,0,0.0,42.37528162,-71.08543528,0,2022-10-20 08:44:00,SomervillePD,22060128,SOMERVILLE,2022,2022-10-20,0,08:44:00,,0,0,0.0,42.3746,-71.085,,2022-10-20 08:44:00,83.65656826023665,0.0,0.41440402217834343
301,MassDOT,5175527,SOMERVILLE,2022,2022-10-20,0,10:24:00,Local,0,0,0.0,42.38588775,-71.09605155,0,2022-10-20 10:24:00,SomervillePD,22060147,SOMERVILLE,2022,2022-10-20,0,10:24:00,,0,0,0.0,42.3859,-71.096,,2022-10-20 10:24:00,4.439776878770887,0.0,0.9689215618486038
302,SomervillePD,22060382,SOMERVILLE,2022,2022-10-21,0,13:48:00,,0,0,0.0,42.3873,-71.0934,,2022-10-21 13:48:00,MassDOT,5175510,SOMERVILLE,2022,2022-10-21,0,13:48:00,Local,0,0,0.0,42.38726789,-71.09320956,0,2022-10-21 13:48:00,16.014903012020657,0.0,0.8878956789158554
303,SomervillePD,22060698,SOMERVILLE,2022,2022-10-22,0,21:07:00,,0,0,0.0,42.3909,-71.1094,,2022-10-22 21:07:00,MassDOT,5175901,SOMERVILLE,2022,2022-10-22,0,21:07:00,Local,0,0,0.0,42.39086629,-71.1094094,0,2022-10-22 21:07:00,3.820339141574202,0.0,0.9732576260089805
304,MassDOT,5175526,SOMERVILLE,2022,2022-10-26,0,08:34:00,Local,0,0,0.0,42.3905468,-71.10771114,0,2022-10-26 08:34:00,SomervillePD,22061364,SOMERVILLE,2022,2022-10-26,0,08:34:00,,0,0,0.0,42.3905,-71.1076,,2022-10-26 08:34:00,10.488220002211364,0.0,0.9265824599845203
305,SomervillePD,22061609,SOMERVILLE,2022,2022-10-27,0,15:17:00,,0,0,0.0,42.3848,-71.094,,2022-10-27 15:17:00,MassDOT,5175515,SOMERVILLE,2022,2022-10-27,0,15:17:00,Local,0,0,0.0,42.38510234,-71.09405983,0,2022-10-27 15:17:00,33.91634947961324,0.0,0.7625855536427073
306,SomervillePD,22061770,SOMERVILLE,2022,2022-10-28,2,07:54:00,,1,0,0.0,42.3938,-71.1108,,2022-10-28 07:54:00,MassDOT,5175512,SOMERVILLE,2022,2022-10-28,2,07:54:00,Local,1,0,0.0,42.39373433,-71.11114014,0,2022-10-28 07:54:00,28.820590423763,0.0,0.798255867033659
307,MassDOT,5175523,SOMERVILLE,2022,2022-10-28,2,08:39:00,Local,0,1,0.0,42.38372808,-71.09977836,0,2022-10-28 08:39:00,SomervillePD,22061780,SOMERVILLE,2022,2022-10-28,2,08:39:00,,0,1,0.0,42.3837,-71.0998,,2022-10-28 08:39:00,3.5864936357858967,0.0,0.9748945445494988
308,MassDOT,5175507,SOMERVILLE,2022,2022-10-28,0,19:39:00,Local,0,0,0.0,42.3956945,-71.12047373,0,2022-10-28 19:39:00,SomervillePD,22061914,SOMERVILLE,2022,2022-10-28,0,19:39:00,,0,0,0.0,42.3957,-71.1205,,2022-10-28 19:39:00,2.238326632319782,0.0,0.9843317135737615
309,SomervillePD,22062318,SOMERVILLE,2022,2022-10-30,2,19:18:00,,0,1,0.0,42.3954,-71.0995,,2022-10-30 19:18:00,MassDOT,5175518,SOMERVILLE,2022,2022-10-30,2,19:18:00,Local,0,1,0.0,42.39498171,-71.10001748,0,2022-10-30 19:18:00,62.89066026644981,0.0,0.5597653781348513
310,MassDOT,5175509,SOMERVILLE,2022,2022-10-31,0,14:40:00,Local,0,0,0.0,42.3852493,-71.10097049,0,2022-10-31 14:40:00,SomervillePD,22062454,SOMERVILLE,2022,2022-10-31,0,14:40:00,,0,0,0.0,42.3852,-71.1014,,2022-10-31 14:40:00,35.637241711473095,0.0,0.7505393080196883
311,SomervillePD,22063075,SOMERVILLE,2022,2022-11-03,2,10:52:00,,0,0,0.0,42.3962,-71.0949,,2022-11-03 10:52:00,MassDOT,5188819,SOMERVILLE,2022,2022-11-03,2,10:52:00,Local,0,0,0.0,42.39583252,-71.09499679,0,2022-11-03 10:52:00,41.554767734775105,0.0,0.7091166258565742
312,SomervillePD,22063157,SOMERVILLE,2022,2022-11-03,0,18:08:00,,1,0,0.0,42.3774,-71.105,,2022-11-03 18:08:00,MassDOT,5188800,SOMERVILLE,2022,2022-11-03,0,18:08:00,Local,1,0,0.0,42.37724319,-71.10510682,0,2022-11-03 18:08:00,19.485542263364348,0.0,0.8636012041564496
313,SomervillePD,22063235,SOMERVILLE,2022,2022-11-04,0,05:32:00,,0,0,0.0,42.3795,-71.0962,,2022-11-04 05:32:00,MassDOT,5188824,SOMERVILLE,2022,2022-11-04,0,05:32:00,Local,0,0,0.0,42.37964605,-71.09629078,0,2022-11-04 05:32:00,17.838737777499926,0.0,0.8751288355575004
314,MassDOT,5188796,SOMERVILLE,2022,2022-11-04,0,10:59:00,Local,0,0,0.0,42.38533322,-71.08209248,0,2022-11-04 10:59:00,SomervillePD,22063292,SOMERVILLE,2022,2022-11-04,0,10:59:00,,0,0,0.0,42.3852,-71.0823,,2022-11-04 10:59:00,22.54211531711059,0.0,0.8422051927802259
315,SomervillePD,22063444,SOMERVILLE,2022,2022-11-05,0,07:58:00,,0,0,0.0,42.3829,-71.1085,,2022-11-05 07:58:00,MassDOT,5188808,SOMERVILLE,2022,2022-11-05,0,07:58:00,Local,0,0,0.0,42.38359895,-71.10811693,0,2022-11-05 07:58:00,83.69987811293551,0.0,0.4141008532094514
316,SomervillePD,22063512,SOMERVILLE,2022,2022-11-05,2,15:04:00,,0,0,0.0,42.3973,-71.1043,,2022-11-05 15:04:00,MassDOT,5188812,SOMERVILLE,2022,2022-11-05,2,15:04:00,Local,0,0,0.0,42.39736097,-71.10439599,0,2022-11-05 15:04:00,10.378566060692888,0.0,0.9273500375751498
317,MassDOT,5188803,SOMERVILLE,2022,2022-11-07,2,08:28:00,Local,0,0,0.0,42.39636216,-71.09008568,0,2022-11-07 08:28:00,SomervillePD,22063846,SOMERVILLE,2022,2022-11-07,2,08:28:00,,0,0,0.0,42.3958,-71.0898,,2022-11-07 08:28:00,66.64937285648868,0.0,0.5334543900045792
318,MassDOT,5188820,SOMERVILLE,2022,2022-11-07,2,22:18:00,Local,0,1,0.0,42.39114265,-71.091159,0,2022-11-07 22:18:00,SomervillePD,22063989,SOMERVILLE,2022,2022-11-07,2,22:18:00,,0,1,0.0,42.3912,-71.0911,,2022-11-07 22:18:00,7.994932029290594,0.0,0.9440354757949658
319,MassDOT,5188789,SOMERVILLE,2022,2022-11-09,0,16:23:00,Local,0,0,0.0,42.38854526,-71.08174267,0,2022-11-09 16:23:00,SomervillePD,22064378,SOMERVILLE,2022,2022-11-09,0,16:23:00,,0,0,0.0,42.3889,-71.0816,,2022-11-09 16:23:00,41.076642273541104,0.0,0.7124635040852122
320,SomervillePD,22064442,SOMERVILLE,2022,2022-11-09,2,23:01:00,,0,0,0.0,42.3796,-71.0969,,2022-11-09 23:01:00,MassDOT,5188793,SOMERVILLE,2022,2022-11-09,2,23:01:00,Local,0,0,0.0,42.37957491,-71.09698486,0,2022-11-09 23:01:00,7.494763889603794,0.0,0.9475366527727733
321,MassDOT,5188810,SOMERVILLE,2022,2022-11-10,0,07:09:00,Local,0,0,0.0,42.38678102,-71.10728537,0,2022-11-10 07:09:00,SomervillePD,22064492,SOMERVILLE,2022,2022-11-10,0,07:09:00,,0,0,0.0,42.387,-71.1071,,2022-11-10 07:09:00,28.666878549241858,0.0,0.7993318501553069
322,SomervillePD,22064589,SOMERVILLE,2022,2022-11-10,2,16:22:00,,0,0,0.0,42.3884,-71.104,,2022-11-10 16:22:00,MassDOT,5188802,SOMERVILLE,2022,2022-11-10,2,16:22:00,Local,0,0,0.0,42.38861125,-71.1040086,0,2022-11-10 16:22:00,23.45934751532894,0.0,0.8357845673926974
323,SomervillePD,22064728,SOMERVILLE,2022,2022-11-11,0,11:12:00,,0,0,0.0,42.3953,-71.1194,,2022-11-11 11:12:00,MassDOT,5188817,SOMERVILLE,2022,2022-11-11,0,11:12:00,Local,0,0,0.0,42.3952347,-71.11942379,0,2022-11-11 11:12:00,7.506067273520019,0.0,0.9474575290853597
324,MassDOT,5188804,SOMERVILLE,2022,2022-11-12,0,03:17:00,Local,0,0,0.0,42.38036149,-71.10591565,0,2022-11-12 03:17:00,SomervillePD,22064871,SOMERVILLE,2022,2022-11-12,0,03:17:00,,0,0,0.0,42.3803,-71.1061,,2022-11-12 03:17:00,16.58518014367155,0.0,0.8839037389942992
325,MassDOT,5188816,SOMERVILLE,2022,2022-11-12,2,14:50:00,Local,0,0,0.0,42.39523495,-71.08376903,0,2022-11-12 14:50:00,SomervillePD,22064946,SOMERVILLE,2022,2022-11-12,2,14:50:00,,0,0,0.0,42.3947,-71.0828,,2022-11-12 14:50:00,99.17660292151322,0.0,0.3057637795494074
326,MassDOT,5188801,SOMERVILLE,2022,2022-11-13,2,16:50:00,Local,0,0,0.0,42.39465166,-71.08360633,0,2022-11-13 16:50:00,SomervillePD,22065118,SOMERVILLE,2022,2022-11-13,2,16:50:00,,0,0,0.0,42.3947,-71.0828,,2022-11-13 16:50:00,66.31675796315474,0.0,0.5357826942579168
327,SomervillePD,22065137,SOMERVILLE,2022,2022-11-13,0,18:07:00,,0,0,0.0,42.3862,-71.0788,,2022-11-13 18:07:00,MassDOT,5188806,SOMERVILLE,2022,2022-11-13,0,18:07:00,Local,0,0,0.0,42.38618076,-71.07883822,0,2022-11-13 18:07:00,3.792090097914836,0.0,0.9734553693145962
328,SomervillePD,22065244,SOMERVILLE,2022,2022-11-14,0,09:23:00,,0,0,0.0,42.4049,-71.1252,,2022-11-14 09:23:00,MassDOT,5188818,SOMERVILLE,2022,2022-11-14,0,09:23:00,Local,0,0,0.0,42.40508177,-71.12501589,0,2022-11-14 09:23:00,25.195228647659995,0.0,0.82363339946638
329,MassDOT,5188813,SOMERVILLE,2022,2022-11-14,0,11:13:00,Local,0,0,0.0,42.40445959,-71.12348211,0,2022-11-14 11:13:00,SomervillePD,22065260,SOMERVILLE,2022,2022-11-14,0,11:13:00,,0,0,0.0,42.4045,-71.1235,,2022-11-14 11:13:00,4.7190967128828545,0.0,0.96696632300982
330,SomervillePD,22065263,SOMERVILLE,2022,2022-11-14,0,11:17:00,,0,0,0.0,42.3794,-71.1001,,2022-11-14 11:17:00,MassDOT,5188797,SOMERVILLE,2022,2022-11-14,0,11:17:00,Local,0,0,0.0,42.37936205,-71.10014542,0,2022-11-14 11:17:00,5.622690486473238,0.0,0.9606411665946872
331,SomervillePD,22065461,SOMERVILLE,2022,2022-11-15,0,14:11:00,,0,0,0.0,42.3795,-71.0931,,2022-11-15 14:11:00,MassDOT,5188809,SOMERVILLE,2022,2022-11-15,0,14:11:00,Local,0,0,0.0,42.37950675,-71.0930481,0,2022-11-15 14:11:00,4.321011541412729,0.0,0.9697529192101109
332,MassDOT,5188822,SOMERVILLE,2022,2022-11-15,0,15:42:00,Local,1,0,0.0,42.37601122,-71.10118164,0,2022-11-15 15:42:00,SomervillePD,22065470,SOMERVILLE,2022,2022-11-15,0,15:42:00,,1,0,0.0,42.376,-71.1012,,2022-11-15 15:42:00,1.9538818881011322,0.0,0.986322826783292
333,SomervillePD,22065487,SOMERVILLE,2022,2022-11-15,0,17:25:00,,0,0,0.0,42.3948,-71.0976,,2022-11-15 17:25:00,MassDOT,5188791,SOMERVILLE,2022,2022-11-15,0,17:25:00,Local,0,0,0.0,42.39472793,-71.09764916,0,2022-11-15 17:25:00,8.957481477389296,0.0,0.9372976296582749
334,MassDOT,5188811,SOMERVILLE,2022,2022-11-17,0,11:18:00,Local,0,0,0.0,42.39195895,-71.08025225,0,2022-11-17 11:18:00,SomervillePD,22065787,SOMERVILLE,2022,2022-11-17,0,11:18:00,,0,0,0.0,42.3915,-71.0804,,2022-11-17 11:18:00,52.363588788855935,0.0,0.6334548784780085
335,MassDOT,5188798,SOMERVILLE,2022,2022-11-18,0,15:02:00,Local,0,0,0.0,42.39064924,-71.09041881,0,2022-11-18 15:02:00,SomervillePD,22065975,SOMERVILLE,2022,2022-11-18,0,15:02:00,,0,0,0.0,42.3905,-71.0901,,2022-11-18 15:02:00,30.94391424396868,0.0,0.7833926002922192
336,SomervillePD,22066251,SOMERVILLE,2022,2022-11-20,0,05:12:00,,0,0,0.0,42.3797,-71.0957,,2022-11-20 05:12:00,MassDOT,5188792,SOMERVILLE,2022,2022-11-20,0,05:12:00,Local,0,0,0.0,42.37965891,-71.09565952,0,2022-11-20 05:12:00,5.640873343274487,0.0,0.9605138865970786
337,MassDOT,5188821,SOMERVILLE,2022,2022-11-21,2,18:19:00,Local,0,0,0.0,42.38229014,-71.11132695,0,2022-11-21 18:19:00,SomervillePD,22066517,SOMERVILLE,2022,2022-11-21,2,18:19:00,,0,0,0.0,42.3823,-71.1112,,2022-11-21 18:19:00,10.466224506276738,0.0,0.9267364284560626
338,MassDOT,5188805,SOMERVILLE,2022,2022-11-22,0,11:10:00,Local,0,0,0.0,42.39871086,-71.1205675,0,2022-11-22 11:10:00,SomervillePD,22066655,SOMERVILLE,2022,2022-11-22,0,11:10:00,,0,0,0.0,42.3988,-71.1211,,2022-11-22 11:10:00,44.75656208998424,0.0,0.6867040653701102
339,MassDOT,5188795,SOMERVILLE,2022,2022-11-22,2,19:27:00,Local,0,0,0.0,42.39763321,-71.12160942,0,2022-11-22 19:27:00,SomervillePD,22066737,SOMERVILLE,2022,2022-11-22,2,19:27:00,,0,0,0.0,42.3978,-71.1218,,2022-11-22 19:27:00,24.224128809435644,0.0,0.8304310983339505
340,SomervillePD,22066832,SOMERVILLE,2022,2022-11-23,2,12:22:00,,1,0,0.0,42.3859,-71.1139,,2022-11-23 12:22:00,MassDOT,5188807,SOMERVILLE,2022,2022-11-23,2,12:22:00,Local,1,0,0.0,42.38553721,-71.1137025,0,2022-11-23 12:22:00,43.40325500453576,0.0,0.6961772149682497
341,SomervillePD,22066980,SOMERVILLE,2022,2022-11-24,0,14:23:00,,0,0,0.0,42.4034,-71.1276,,2022-11-24 14:23:00,MassDOT,5188823,SOMERVILLE,2022,2022-11-24,0,14:23:00,Local,0,0,0.0,42.40345067,-71.12762013,0,2022-11-24 14:23:00,5.861384748792981,0.0,0.958970306758449
342,SomervillePD,22067807,SOMERVILLE,2022,2022-11-30,0,09:12:00,,0,0,0.0,42.3887,-71.1043,,2022-11-30 09:12:00,MassDOT,5188799,SOMERVILLE,2022,2022-11-30,0,09:12:00,Local,0,0,0.0,42.38871522,-71.10431609,0,2022-11-30 09:12:00,2.143407257389657,0.0,0.9849961491982724
343,MassDOT,5188790,SOMERVILLE,2022,2022-11-30,0,11:56:00,Local,0,0,0.0,42.40475378,-71.129699,0,2022-11-30 11:56:00,SomervillePD,22067832,SOMERVILLE,2022,2022-11-30,0,11:56:00,,0,0,0.0,42.4048,-71.1297,,2022-11-30 11:56:00,5.131074663466467,0.0,0.9640824773557348
344,BostonVisionZero,24995,BOSTON,2022,2022-12-01,,12:53:01,,1,0,,42.29868030969056,-71.08665732939623,,2022-12-01 12:53:01,MassDOT,5381960,BOSTON,2022,2022-12-01,2,12:59:00,Local,1,0,0.0,42.29814797,-71.0870246,0,2022-12-01 12:59:00,66.33859204504795,359.0,0.5057131890179976
345,MassDOT,5202719,SOMERVILLE,2022,2022-12-01,2,16:11:00,Local,0,0,1.0,42.38098764,-71.08755857,0,2022-12-01 16:11:00,SomervillePD,22068035,SOMERVILLE,2022,2022-12-01,2,16:11:00,,0,0,0.0,42.381,-71.0876,,2022-12-01 16:11:00,3.663575420043174,0.0,0.9743549720596978
346,MassDOT,5203015,SOMERVILLE,2022,2022-12-01,0,17:57:00,Local,0,0,0.0,42.40009181,-71.11271118,0,2022-12-01 17:57:00,SomervillePD,22068051,SOMERVILLE,2022,2022-12-01,0,17:57:00,,0,0,0.0,42.4001,-71.1127,,2022-12-01 17:57:00,1.2908316541476874,0.0,0.9909641784209662
347,MassDOT,5202715,SOMERVILLE,2022,2022-12-02,0,14:58:00,Local,0,0,0.0,42.39323961,-71.09285619,0,2022-12-02 14:58:00,SomervillePD,22068245,SOMERVILLE,2022,2022-12-02,0,14:58:00,,0,0,0.0,42.3934,-71.093,,2022-12-02 14:58:00,21.352788389904415,0.0,0.8505304812706691
348,SomervillePD,22068412,SOMERVILLE,2022,2022-12-03,2,11:38:00,,0,0,0.0,42.389,-71.0868,,2022-12-03 11:38:00,MassDOT,5202708,SOMERVILLE,2022,2022-12-03,2,11:38:00,Local,0,0,0.0,42.38908928,-71.08667704,0,2022-12-03 11:38:00,14.13607299463947,0.0,0.9010474890375237
349,SomervillePD,22068441,SOMERVILLE,2022,2022-12-03,0,15:15:00,,0,0,0.0,42.3933,-71.1116,,2022-12-03 15:15:00,MassDOT,5202730,SOMERVILLE,2022,2022-12-03,0,15:15:00,Local,0,0,0.0,42.39331866,-71.11159072,0,2022-12-03 15:15:00,2.206548770125599,0.0,0.9845541586091209
350,SomervillePD,22068516,SOMERVILLE,2022,2022-12-04,0,00:58:00,,0,0,0.0,42.3809,-71.0947,,2022-12-04 00:58:00,MassDOT,5202721,SOMERVILLE,2022,2022-12-04,0,00:58:00,Local,0,0,0.0,42.38070019,-71.09503961,0,2022-12-04 00:58:00,35.59906068651066,0.0,0.7508065751944253
351,SomervillePD,22068640,SOMERVILLE,2022,2022-12-04,2,20:18:00,,0,1,0.0,42.3746,-71.085,,2022-12-04 20:18:00,MassDOT,5202724,SOMERVILLE,2022,2022-12-04,2,20:18:00,Local,0,1,0.0,42.37528162,-71.08543528,0,2022-12-04 20:18:00,83.65673355031848,0.0,0.4144028651477707
352,MassDOT,5202725,SOMERVILLE,2022,2022-12-05,0,17:34:00,Local,0,0,0.0,42.38990329,-71.09665248,0,2022-12-05 17:34:00,SomervillePD,22068802,SOMERVILLE,2022,2022-12-05,0,17:34:00,,0,0,0.0,42.3898,-71.0965,,2022-12-05 17:34:00,16.9621620535574,0.0,0.8812648656250981
353,SomervillePD,22068806,SOMERVILLE,2022,2022-12-05,2,17:43:00,,1,0,0.0,42.4022,-71.1264,,2022-12-05 17:43:00,MassDOT,5202709,SOMERVILLE,2022,2022-12-05,2,17:43:00,Local,1,0,0.0,42.40210674,-71.12664512,0,2022-12-05 17:43:00,22.60146794983186,0.0,0.8417897243511769
354,MassDOT,5382872,BOSTON,2022,2022-12-06,0,15:36:00,Local,0,0,0.0,42.31732598,-71.09679897,0,2022-12-06 15:36:00,BostonVisionZero,16838,BOSTON,2022,2022-12-06,,16:32:13,,0,0,,42.31733445683931,-71.09678415476978,,2022-12-06 16:32:13,1.537517146420287,3373.0,0.7081540466417247
355,SomervillePD,22069375,SOMERVILLE,2022,2022-12-08,2,19:35:00,,0,0,0.0,42.395,-71.0915,,2022-12-08 19:35:00,MassDOT,5202710,SOMERVILLE,2022,2022-12-08,2,19:35:00,Local,0,0,0.0,42.39503891,-71.09152949,0,2022-12-08 19:35:00,4.949534058997291,0.0,0.9653532615870188
356,MassDOT,5202722,SOMERVILLE,2022,2022-12-09,0,12:09:00,Local,0,0,0.0,42.37943801,-71.09505401,0,2022-12-09 12:09:00,SomervillePD,22069472,SOMERVILLE,2022,2022-12-09,0,12:09:00,,0,0,0.0,42.3791,-71.0951,,2022-12-09 12:09:00,37.70813993906003,0.0,0.7360430204265798
357,MassDOT,5202728,SOMERVILLE,2022,2022-12-09,0,12:35:00,Local,0,1,0.0,42.39943451,-71.1189153,0,2022-12-09 12:35:00,SomervillePD,22069476,SOMERVILLE,2022,2022-12-09,0,12:35:00,,0,1,0.0,42.3994,-71.1189,,2022-12-09 12:35:00,4.030684190903129,0.0,0.971785210663678
358,MassDOT,5202717,SOMERVILLE,2022,2022-12-09,0,19:17:00,Local,0,0,0.0,42.39523495,-71.08376903,0,2022-12-09 19:17:00,SomervillePD,22069543,SOMERVILLE,2022,2022-12-09,0,19:17:00,,0,0,0.0,42.3947,-71.0828,,2022-12-09 19:17:00,99.17660292151322,0.0,0.3057637795494074
359,SomervillePD,22069885,SOMERVILLE,2022,2022-12-11,2,18:09:00,,0,1,0.0,42.3833,-71.0898,,2022-12-11 18:09:00,MassDOT,5202706,SOMERVILLE,2022,2022-12-11,0,19:02:00,Local,0,0,0.0,42.38331546,-71.08976851,0,2022-12-11 19:02:00,3.1001527488640863,3180.0,0.7132989307579514
360,MassDOT,5202706,SOMERVILLE,2022,2022-12-11,0,19:02:00,Local,0,0,0.0,42.38331546,-71.08976851,0,2022-12-11 19:02:00,SomervillePD,22069897,SOMERVILLE,2022,2022-12-11,0,19:02:00,,0,0,0.0,42.3833,-71.0898,,2022-12-11 19:02:00,3.1001522193824407,0.0,0.9782989344643229
361,SomervillePD,22069900,SOMERVILLE,2022,2022-12-11,0,19:08:00,,0,0,0.0,42.3914,-71.1071,,2022-12-11 19:08:00,MassDOT,5202726,SOMERVILLE,2022,2022-12-11,0,19:08:00,Local,0,0,0.0,42.39137232,-71.10714938,0,2022-12-11 19:08:00,5.082100325633896,0.0,0.9644252977205627
362,SomervillePD,22070336,SOMERVILLE,2022,2022-12-14,0,06:15:00,,0,0,0.0,42.4012,-71.1164,,2022-12-14 06:15:00,MassDOT,5202713,SOMERVILLE,2022,2022-12-14,0,06:15:00,Local,0,0,0.0,42.40119637,-71.11709246,0,2022-12-14 06:15:00,56.76028181636399,0.0,0.6026780272854521
363,MassDOT,5202737,SOMERVILLE,2022,2022-12-14,2,18:14:00,Local,0,1,0.0,42.38243596,-71.10339871,0,2022-12-14 18:14:00,SomervillePD,22070443,SOMERVILLE,2022,2022-12-14,2,18:14:00,,0,1,0.0,42.3825,-71.1034,,2022-12-14 18:14:00,7.109226843671537,0.0,0.9502354120942993
364,SomervillePD,22070563,SOMERVILLE,2022,2022-12-15,0,12:01:00,,0,0,0.0,42.3955,-71.1254,,2022-12-15 12:01:00,MassDOT,5202733,SOMERVILLE,2022,2022-12-15,0,12:01:00,Local,0,0,0.0,42.39546549,-71.12545415,0,2022-12-15 12:01:00,5.863236176982037,0.0,0.9589573467611257
365,MassDOT,5202720,SOMERVILLE,2022,2022-12-15,0,18:16:00,Local,0,0,0.0,42.37697163,-71.09558941,0,2022-12-15 18:16:00,SomervillePD,22070618,SOMERVILLE,2022,2022-12-15,0,18:16:00,,0,0,0.0,42.377,-71.0956,,2022-12-15 18:16:00,3.266603785528934,0.0,0.9771337735012975
366,SomervillePD,22070755,SOMERVILLE,2022,2022-12-16,2,11:34:00,,1,0,0.0,42.3807,-71.0886,,2022-12-16 11:34:00,MassDOT,5202729,SOMERVILLE,2022,2022-12-16,2,11:34:00,Local,1,0,0.0,42.38067121,-71.0886002,0,2022-12-16 11:34:00,3.195732074397145,0.0,0.9776298754792199
367,MassDOT,5202734,SOMERVILLE,2022,2022-12-17,2,00:00:00,Local,0,0,0.0,42.38870133,-71.0924165,0,2022-12-17 00:00:00,SomervillePD,22070855,SOMERVILLE,2022,2022-12-17,2,00:00:00,,0,0,0.0,42.3888,-71.0926,,2022-12-17 00:00:00,18.608450000632207,0.0,0.8697408499955745
368,MassDOT,5202738,SOMERVILLE,2022,2022-12-17,2,14:22:00,Local,0,1,0.0,42.39905242,-71.11975514,0,2022-12-17 14:22:00,SomervillePD,22070963,SOMERVILLE,2022,2022-12-17,2,14:22:00,,0,1,0.0,42.3991,-71.1197,,2022-12-17 14:22:00,6.951380484252587,0.0,0.9513403366102318
369,SomervillePD,22071048,SOMERVILLE,2022,2022-12-18,0,01:37:00,,0,0,0.0,42.379,-71.0924,,2022-12-18 01:37:00,MassDOT,5202711,SOMERVILLE,2022,2022-12-18,0,01:37:00,Local,0,0,0.0,42.37947595,-71.09248746,0,2022-12-18 01:37:00,53.314960002153896,0.0,0.6267952799849227
370,MassDOT,5202714,SOMERVILLE,2022,2022-12-19,2,08:19:00,Local,1,0,0.0,42.37897291,-71.10723514,0,2022-12-19 08:19:00,SomervillePD,22071254,SOMERVILLE,2022,2022-12-19,2,08:19:00,,1,0,0.0,42.3789,-71.1072,,2022-12-19 08:19:00,8.590630302196717,0.0,0.9398655878846229
371,MassDOT,5202735,SOMERVILLE,2022,2022-12-19,2,08:21:00,Local,0,1,0.0,42.38912135,-71.09714554,0,2022-12-19 08:21:00,SomervillePD,22071256,SOMERVILLE,2022,2022-12-19,2,08:21:00,,0,1,0.0,42.3891,-71.0972,,2022-12-19 08:21:00,5.054745862984469,0.0,0.9646167789591087
372,MassDOT,5202739,SOMERVILLE,2022,2022-12-23,0,03:38:00,Local,0,0,0.0,42.39419877,-71.12110716,0,2022-12-23 03:38:00,SomervillePD,22072009,SOMERVILLE,2022,2022-12-23,0,03:38:00,,0,0,0.0,42.3943,-71.1215,,2022-12-23 03:38:00,34.107550072890376,0.0,0.7612471494897673
373,SomervillePD,22072070,SOMERVILLE,2022,2022-12-23,2,13:26:00,,0,0,0.0,42.3973,-71.1043,,2022-12-23 13:26:00,MassDOT,5202732,SOMERVILLE,2022,2022-12-23,2,13:26:00,Local,0,0,0.0,42.39736101,-71.10439596,0,2022-12-23 13:26:00,10.379598080764742,0.0,0.9273428134346469
374,MassDOT,5202727,SOMERVILLE,2022,2022-12-23,0,13:57:00,Local,0,0,0.0,42.39470047,-71.08361999,0,2022-12-23 13:57:00,SomervillePD,22072076,SOMERVILLE,2022,2022-12-23,0,13:57:00,,0,0,0.0,42.3947,-71.0828,,2022-12-23 13:57:00,67.21908214110745,0.0,0.5294664250122478
375,SomervillePD,22072117,SOMERVILLE,2022,2022-12-23,0,17:03:00,,0,0,0.0,42.4067,-71.1323,,2022-12-23 17:03:00,MassDOT,5202716,SOMERVILLE,2022,2022-12-23,0,17:03:00,Local,0,0,0.0,42.40728145,-71.13317666,0,2022-12-23 17:03:00,96.58199443572272,0.0,0.323926038949941
376,SomervillePD,22072231,SOMERVILLE,2022,2022-12-24,0,09:06:00,,0,0,0.0,42.3858,-71.0937,,2022-12-24 09:06:00,MassDOT,5202707,SOMERVILLE,2022,2022-12-24,0,09:06:00,Local,0,0,0.0,42.38579013,-71.09373665,0,2022-12-24 09:06:00,3.198321133742765,0.0,0.9776117520638006
377,MassDOT,5202712,SOMERVILLE,2022,2022-12-27,0,13:06:00,Local,0,0,0.0,42.39072091,-71.10909956,0,2022-12-27 13:06:00,SomervillePD,22072614,SOMERVILLE,2022,2022-12-27,0,13:06:00,,0,0,0.0,42.39,-71.1096,,2022-12-27 13:06:00,89.92512328649029,0.0,0.37052413699456793
378,MassDOT,5202736,SOMERVILLE,2022,2022-12-27,2,14:01:00,Local,0,0,0.0,42.39479112,-71.08364536,0,2022-12-27 14:01:00,SomervillePD,22072621,SOMERVILLE,2022,2022-12-27,2,14:01:00,,0,0,0.0,42.3947,-71.0828,,2022-12-27 14:01:00,70.03289534011638,0.0,0.5097697326191852
379,SomervillePD,22072633,SOMERVILLE,2022,2022-12-27,2,15:22:00,,0,0,0.0,42.3799,-71.0899,,2022-12-27 15:22:00,MassDOT,5202723,SOMERVILLE,2022,2022-12-27,2,15:22:00,Local,0,0,0.0,42.38027714,-71.08979641,0,2022-12-27 15:22:00,42.7155426890698,0.0,0.7009912011765114
